case_id,Tmax_global,Tmax_conductor,Tmax_RIP,Tmax_contact,Emax_global,Emax_RIP,Emax_screen_end,Qjoule_total,Qdielectric_total,Qcontact_total,surface_Tmax,deltaT_inner_outer,risk_index
STEADY_1250_LOAD_1p0,1203432.8013397958,1203432.8013397958,1203432.8013397958,1203432.8013397958,1750902.5270758122,1750902.5270758122,1750902.5270758122,15.079189457579202,3.0600060843889447,1.5625,1203432.8013397958,0.0,2655.7051778435307
