case_id,run_id,status,load_multiplier_pu,current_A,oil_temperature_C,air_temperature_C,contact_resistance_multiplier_pu,Tmax_global_C,Tmax_conductor_C,Tmax_RIP_C,Tmax_contact_C,Tmax_silicone_C,Tmax_flange_C,thermal_warning,thermal_risk,risk_zone,contact_risk_zone,note
RUN008_CASE_076,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.600000,750.000000,65.000000,25.000000,10.000000,67.2418695,53.6330706,67.2418695,45.3964371,43.1515495,38.2872157,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_077,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.800000,1000.00000,65.000000,25.000000,10.000000,67.3003944,55.5361107,67.3003944,52.6010658,44.7046805,38.8626055,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_078,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.000000,1250.00000,65.000000,25.000000,10.000000,67.3891166,61.8214029,67.3891166,62.1362824,46.7589566,39.6029444,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_079,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.200000,1500.00000,65.000000,25.000000,10.000000,77.2403909,73.6113133,73.6707738,74.0938293,49.4274628,40.5735385,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_080,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.400000,1750.00000,65.000000,25.000000,10.000000,93.2776953,88.0921563,88.1812508,88.7816114,55.4055499,41.7563115,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_081,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.600000,750.000000,75.000000,25.000000,10.000000,77.8054933,60.1369540,77.8054933,48.1742071,47.1160667,41.3828665,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_082,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.800000,1000.00000,75.000000,25.000000,10.000000,77.8435565,62.0865481,77.8435565,55.3929333,48.7269774,41.9933913,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_083,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.000000,1250.00000,75.000000,25.000000,10.000000,77.9382551,64.6860415,77.9382551,64.9929019,50.7750011,42.7330912,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_084,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.200000,1500.00000,75.000000,25.000000,10.000000,80.2102483,76.5605272,78.0295517,77.0357045,53.4539101,43.7125116,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_085,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.400000,1750.00000,75.000000,25.000000,10.000000,96.3491735,91.1289844,91.2137840,91.8120930,56.8853944,44.9092782,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_086,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.600000,750.000000,85.000000,25.000000,10.000000,88.3512594,66.6676058,88.3512594,50.9351286,51.1150485,44.5007180,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_087,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.800000,1000.00000,85.000000,25.000000,10.000000,88.4116701,68.6173556,88.4116701,58.2176624,52.7004701,45.0907258,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_088,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.000000,1250.00000,85.000000,25.000000,10.000000,88.4875967,71.2353882,88.4875967,67.8438988,54.7998896,45.8653011,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_089,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.200000,1500.00000,85.000000,25.000000,10.000000,88.5786998,79.5044078,88.5786998,79.9722805,57.4894995,46.8518990,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_090,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.400000,1750.00000,85.000000,25.000000,10.000000,99.4159446,94.1521644,94.2328335,94.8296762,60.8326938,48.0693709,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_091,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.600000,750.000000,95.000000,25.000000,10.000000,98.8971435,73.1975092,98.8971435,53.6966723,55.1134880,47.6182840,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_092,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.800000,1000.00000,95.000000,25.000000,10.000000,98.9581148,75.1727276,98.9581148,61.0167199,56.7144243,48.2163599,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_093,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.000000,1250.00000,95.000000,25.000000,10.000000,99.0364924,77.8030608,99.0364924,70.6932326,58.8318363,48.9989403,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_094,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.200000,1500.00000,95.000000,25.000000,10.000000,99.1289391,82.4426394,99.1289391,82.9032368,61.5320138,49.9923573,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_095,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.400000,1750.00000,95.000000,25.000000,10.000000,102.486968,97.1895846,99.2436715,97.8607119,64.8947172,51.2217489,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_096,SOLID_ONLY_RISK_125_RUN008,INVALID_CASE,0.600000,750.000000,105.000000,25.000000,10.000000,109.443109,79.7268145,109.443109,56.4584894,59.1116434,50.7356923,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_097,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.800000,1000.00000,105.000000,25.000000,10.000000,109.504523,81.7299219,109.504523,63.8179058,60.7322073,51.3415707,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_098,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.000000,1250.00000,105.000000,25.000000,10.000000,109.584853,84.3793963,109.584853,73.5434051,62.8680056,52.1332735,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_099,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.200000,1500.00000,105.000000,25.000000,10.000000,109.679588,87.7943621,109.679588,85.8296797,65.5825825,53.1341136,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_100,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.400000,1750.00000,105.000000,25.000000,10.000000,109.793832,100.223594,109.793832,100.888359,68.9642759,54.3742732,false,false,safe,contact_attention,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_101,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.600000,750.000000,65.000000,25.000000,20.000000,67.2779392,54.0753157,67.2779392,49.9763164,43.6746368,38.4593125,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_102,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.800000,1000.00000,65.000000,25.000000,20.000000,67.3481239,60.5204717,67.3481239,60.8232854,45.6911054,39.1919372,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_103,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.000000,1250.00000,65.000000,25.000000,20.000000,77.2696229,74.5846112,74.6620067,75.0895953,48.9320298,40.1688139,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_104,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.200000,1500.00000,65.000000,25.000000,20.000000,96.3729731,92.2824148,92.4033164,93.0434244,57.2912261,41.4014033,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_105,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.400000,1750.00000,65.000000,25.000000,20.000000,119.894266,113.978922,114.152579,115.056943,67.5393403,42.9173725,false,false,attention,contact_attention,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_106,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.600000,750.000000,75.000000,25.000000,20.000000,77.8235918,60.6047222,77.8235918,52.7334787,47.6700202,41.5778916,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_107,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.800000,1000.00000,75.000000,25.000000,20.000000,77.8961584,63.3208724,77.8961584,63.6151245,49.6966997,42.3170129,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_108,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.000000,1250.00000,75.000000,25.000000,20.000000,80.1503990,77.4543004,77.9857741,77.9512298,52.4102080,43.2980572,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_109,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.200000,1500.00000,75.000000,25.000000,20.000000,99.3370315,95.2190072,95.3357351,95.9734077,58.7214723,44.5474463,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_110,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.400000,1750.00000,75.000000,25.000000,20.000000,122.973714,117.004928,117.174352,118.076879,69.0156953,46.0757113,false,false,attention,contact_attention,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_111,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.600000,750.000000,85.000000,25.000000,20.000000,88.3692996,67.1351981,88.3692996,55.4930214,51.6687565,44.6958834,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_112,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.800000,1000.00000,85.000000,25.000000,20.000000,88.4434850,69.4735070,88.4434850,66.4085107,53.7077829,45.4426713,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_113,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.000000,1250.00000,85.000000,25.000000,20.000000,88.5352203,80.3168193,88.5352203,80.8057372,56.4236460,46.4290593,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_114,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.200000,1500.00000,85.000000,25.000000,20.000000,102.305961,98.1672725,98.2796535,98.9143288,60.1589475,47.6866375,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_115,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.400000,1750.00000,85.000000,25.000000,20.000000,126.045060,120.041772,120.206903,121.107374,70.4955183,49.2285947,false,false,attention,contact_warning,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_116,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.600000,750.000000,95.000000,25.000000,20.000000,98.9150967,73.6654086,98.9150967,58.2537217,55.6676724,47.8135432,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_117,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.800000,1000.00000,95.000000,25.000000,20.000000,98.9903419,76.0236597,98.9903419,69.2047423,57.7216547,48.5681993,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_118,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.000000,1250.00000,95.000000,25.000000,20.000000,99.0847588,83.1753301,99.0847588,83.6562602,60.4483355,49.5615644,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_119,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.200000,1500.00000,95.000000,25.000000,20.000000,105.270427,101.110455,101.218499,101.850202,63.9476783,50.8264324,false,false,safe,contact_attention,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_120,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.400000,1750.00000,95.000000,25.000000,20.000000,129.108307,123.060516,123.221591,124.120787,71.9649253,52.3910920,false,false,attention,contact_warning,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_121,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.600000,750.000000,105.000000,25.000000,20.000000,109.460973,80.1951314,109.460973,61.0150054,59.6661428,50.9310140,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_122,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,0.800000,1000.00000,105.000000,25.000000,20.000000,109.536967,82.5778884,109.536967,72.0034422,61.7347801,51.6934233,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_123,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.000000,1250.00000,105.000000,25.000000,20.000000,109.633924,86.0327493,109.633924,86.5056992,64.4765100,52.6950110,false,false,safe,contact_safe,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_124,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.200000,1500.00000,105.000000,25.000000,20.000000,109.749327,104.048608,109.749327,104.781075,67.9866767,53.9672030,false,false,safe,contact_attention,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
RUN008_CASE_125,SOLID_ONLY_RISK_125_RUN008,SOLVED_VALID,1.400000,1750.00000,105.000000,25.000000,20.000000,132.179464,126.098316,126.255089,127.152187,73.4453962,55.5436742,true,false,warning,contact_warning,"solid-only thermal diagnostic risk scan; by-ID selections; approximate_Qdielectric_ref; not full electro-thermal coupling"
