idx,type,xmin,xmax,ymin,ymax,dx,dy
220,LINE,2225.022534798311,2226.022534798311,2058.066709336857,2058.066745865391,1.0,3.652853411040269e-05
221,LINE,2226.022534798311,2227.022534798311,2076.066709336857,2076.066709336857,1.0,0.0
222,LINE,2227.022534798311,2228.022534798311,2075.066709336857,2076.066709336857,1.0,1.0
223,LINE,2227.022534798311,2227.022534798311,2058.066709336857,2076.066709336857,0.0,18.0
224,LINE,2226.022534798311,2227.022534798311,2058.066709336857,2058.066709336857,1.0,0.0
225,LINE,2227.022534798311,2228.022534798311,2058.066709336857,2059.066709336857,1.0,1.0
226,LINE,2228.022534798311,2228.022534798311,2059.066709336857,2075.066709336857,0.0,16.0
227,LINE,2229.022534798311,2229.022534798311,2063.066709336857,2071.066709336857,0.0,8.0
228,LINE,2234.022534798311,2234.022534798311,2063.066709336857,2071.066709336857,0.0,8.0
229,LINE,2235.022534798311,2235.022534798311,2071.066709336857,2071.066709336857,0.0,0.0
230,LINE,2235.522534798311,2235.522534798311,2063.566709336857,2070.566709336857,0.0,7.0
231,LINE,2236.022534798311,2242.522534798311,2071.066709336857,2071.066709336857,6.5,0.0
232,LINE,2243.022534798311,2243.022534798311,2063.566709336857,2070.566709336857,0.0,7.0
233,LINE,2228.022534798311,2235.022534798311,2071.066709336857,2071.066709336857,7.0,0.0
234,LINE,2236.022534798311,2242.522534798311,2063.066709336857,2063.066709336857,6.5,0.0
235,CIRCLE,2240.522534798311,2242.522534798311,2068.566709336857,2070.566709336857,2.0,2.0
236,CIRCLE,2240.522534798311,2242.522534798311,2063.566709336857,2065.566709336857,2.0,2.0
237,CIRCLE,2236.522534798311,2238.522534798311,2068.566709336857,2070.566709336857,2.0,2.0
238,CIRCLE,2236.522534798311,2238.522534798311,2063.566709336857,2065.566709336857,2.0,2.0
239,LINE,2164.021012376361,2165.021012376361,2075.066709336857,2076.066709336857,1.0,1.0
240,LINE,2165.021012376361,2165.021012376361,2073.066709336857,2076.066709336857,0.0,3.0
241,LINE,2169.021012376361,2169.021012376361,2073.066709336857,2076.066709336857,0.0,3.0
242,LINE,2165.021012376361,2169.021012376361,2076.066709336857,2076.066709336857,4.0,0.0
243,LINE,2169.019804587573,2169.021012376361,2073.066709336857,2074.766708907811,0.0012077887877239846,1.699999570953878
244,LINE,2165.021012376361,2169.019804587573,2074.766708907811,2074.766708907811,3.998792211212276,0.0
245,LINE,2161.021012376361,2164.021012376361,2072.066709336857,2072.066709336857,3.0,0.0
246,LINE,2164.021012376361,2165.021012376361,2070.066709336857,2070.066709336857,1.0,0.0
247,LINE,2165.021012376361,2165.021012376361,2068.066709336857,2070.066709336857,0.0,2.0
248,LINE,2164.021012376361,2165.021012376361,2068.066709336857,2068.066709336857,1.0,0.0
249,LINE,2164.029537920609,2165.029537920609,2063.066745679969,2063.066745679969,1.0,0.0
250,LINE,2165.029537920609,2165.029537920609,2063.066745679969,2065.066745679969,0.0,2.0
251,LINE,2164.021012376361,2165.029537920609,2065.066745679969,2065.066745679969,1.0085255442481866,0.0
252,LINE,2164.021012376361,2165.029537920609,2059.066745679969,2059.066745679969,1.0085255442481866,0.0
253,LINE,2165.029537920609,2165.029537920609,2059.066745679969,2061.066745679969,0.0,2.0
254,LINE,2174.021012376361,2174.021012376361,2058.066745865391,2076.066709336857,0.0,17.99996347146589
260,LINE,2166.936825070155,2177.28526881827,2076.066709336857,2095.041313710448,10.348443748115187,18.974604373590864
262,ARC,2052.021012376361,2053.021012376361,2069.066709336857,2070.066709336857,1.0,1.0
263,ARC,2052.021012376361,2053.021012376361,2064.066709336857,2065.066709336857,1.0,1.0
264,ARC,2242.022534798311,2243.022534798311,2070.066709336857,2071.066709336857,1.0,1.0
265,ARC,2242.022534798311,2243.022534798311,2063.066709336857,2064.066709336857,1.0,1.0
266,ARC,2235.522534798311,2236.522534798311,2070.066709336857,2071.066709336857,1.0,1.0
267,ARC,2234.522534798311,2235.522534798311,2070.066709336857,2071.066709336857,1.0,1.0
268,ARC,2235.522534798311,2236.522534798311,2063.066709336857,2064.066709336857,1.0,1.0
269,LINE,2228.022534798311,2229.022534798311,2063.066709336857,2063.066709336857,1.0,0.0
270,LINE,2229.022534798311,2234.022534798311,2063.066709336857,2063.066709336857,5.0,0.0
271,LINE,2234.022534798311,2235.022534798311,2063.066709336857,2063.066709336857,1.0,0.0
272,ARC,2234.522534798311,2235.522534798311,2063.066709336857,2064.066709336857,1.0,1.0
273,ARC,2061.021012376361,2062.021012376361,2069.066709336857,2070.066709336857,1.0,1.0
274,ARC,2062.021012376361,2063.021012376361,2069.066709336857,2070.066709336857,1.0,1.0
275,ARC,2061.021012376361,2062.021012376361,2064.066709336857,2065.066709336857,1.0,1.0
276,ARC,2062.021012376361,2063.021012376361,2064.066709336857,2065.066709336857,1.0,1.0
