case_id,run_id,load_multiplier_pu,current_A,oil_temperature_C,contact_resistance_multiplier_pu,Qtotal_generated_W,Qremoved_air_W,Qremoved_oil_W,Qremoved_flange_W,Qremoved_total_W,Qoil_heat_in_W,Qoil_heat_out_W,Qboundary_heat_out_net_W,residual_W,residual_percent_Qgenerated,residual_percent_abs_boundary_flux,residual_percent_max_energy_scale,energy_scale_Qgenerated_W,energy_scale_abs_boundary_flux_W,energy_scale_max_W,valid_by_Qgenerated_percent,valid_by_absolute_residual,valid_by_max_energy_scale,heat_balance_status,notes
RUN008_CASE_042,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,0.800000,1000.00000,95.000000,2.000000,26.3812127,55.8914624,-94.2946692,66.8379949,28.4347881,94.2946692,0,28.4347881,-2.0535754,-7.78423427,-0.946242905,-0.946242905,26.3812127,217.024127,217.024127,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_043,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,1.000000,1250.00000,95.000000,2.000000,40.2491101,62.0189566,-89.5279139,69.1761871,41.6672298,89.5279139,0,41.6672298,-1.4181197,-3.52335666,-0.642488245,-0.642488245,40.2491101,220.723058,220.723058,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_044,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,1.200000,1500.00000,95.000000,2.000000,57.6951205,69.8010432,-81.3637933,71.7705847,60.2078346,81.3637933,0,60.2078346,-2.5127141,-4.35515877,-1.12710402,-1.12710402,57.6951205,222.935421,222.935421,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_045,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,1.400000,1750.00000,95.000000,2.000000,79.0287292,79.342354,-72.7242297,75.1687466,81.7868709,72.7242297,0,81.7868709,-2.7581417,-3.49004941,-1.21378207,-1.21378207,79.0287292,227.23533,227.23533,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_046,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,0.600000,750.000000,105.000000,2.000000,16.0038793,57.6142446,-113.613466,74.1239125,18.1246911,113.613466,0,18.1246911,-2.1208118,-13.2518608,-0.86439689,-0.86439689,16.0038793,245.351623,245.351623,false,true,true,VALID_LOW_POWER_RECLASSIFIED,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_047,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,0.800000,1000.00000,105.000000,2.000000,26.6982134,62.318498,-109.170149,75.8442457,28.9925947,109.170149,0,28.9925947,-2.2943813,-8.59376343,-0.927649079,-0.927649079,26.6982134,247.332893,247.332893,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_048,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,1.000000,1250.00000,105.000000,2.000000,40.7525028,68.5225774,-103.287203,78.0744053,43.3097797,103.287203,0,43.3097797,-2.5572769,-6.27514073,-1.02338485,-1.02338485,40.7525028,249.884186,249.884186,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_049,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,1.200000,1500.00000,105.000000,2.000000,58.4143088,76.3531817,-97.1810985,81.0283493,60.2004325,97.1810985,0,60.2004325,-1.7861237,-3.05768182,-0.701644112,-0.701644112,58.4143088,254.56263,254.56263,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_050,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,1.400000,1750.00000,105.000000,2.000000,80.0376994,86.023745,-87.2561158,84.2784994,83.0461286,87.2561158,0,83.0461286,-3.0084292,-3.75876521,-1.16805729,-1.16805729,80.0376994,257.55836,257.55836,true,false,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_051,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,0.600000,750.000000,65.000000,5.000000,17.0104922,33.1875499,-54.0744986,38.5057103,17.6187616,54.0744986,0,17.6187616,-0.6082694,-3.57584832,-0.483644939,-0.483644939,17.0104922,125.767759,125.767759,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_052,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,0.800000,1000.00000,65.000000,5.000000,28.5177708,38.5560862,-49.3713893,40.2646027,29.4492996,49.3713893,0,29.4492996,-0.9315288,-3.26648533,-0.726666431,-0.726666431,28.5177708,128.192078,128.192078,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_053,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,1.000000,1250.00000,65.000000,5.000000,43.663019,45.6695272,-42.8499169,42.5037558,45.3233661,42.8499169,0,45.3233661,-1.6603471,-3.80263925,-1.26721611,-1.26721611,43.663019,131.0232,131.0232,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_054,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,1.200000,1500.00000,65.000000,5.000000,62.7185477,54.6169858,-35.3554313,45.4691888,64.7307433,35.3554313,0,64.7307433,-2.0121956,-3.20829431,-1.48565545,-1.48565545,62.7185477,135.441606,135.441606,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_055,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,1.400000,1750.00000,65.000000,5.000000,86.0561571,65.5759937,-26.7483722,49.0691513,87.8967728,26.7483722,0,87.8967728,-1.8406157,-2.13885416,-1.3017681,-1.3017681,86.0561571,141.393517,141.393517,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_056,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,0.600000,750.000000,75.000000,5.000000,17.1880255,39.5734344,-68.342172,47.3963042,18.6275666,68.342172,0,18.6275666,-1.4395411,-8.37525578,-0.926871026,-0.926871026,17.1880255,155.311911,155.311911,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
RUN008_CASE_057,SOLID_ONLY_RISK_125_RUN008B_HEAT_BALANCE_FIX,0.800000,1000.00000,75.000000,5.000000,28.8335806,44.9788096,-64.4143844,49.30348,29.8679052,64.4143844,0,29.8679052,-1.0343246,-3.58722218,-0.65176199,-0.65176199,28.8335806,158.696674,158.696674,true,true,true,VALID_STRICT,strict if |residual/Qgenerated|<10%; low-power reclassification requires |residual_W|<3 W and |residual/max_energy_scale|<5%
