case_id,run_id,status,load_multiplier_pu,current_A,oil_temperature_C,air_temperature_C,contact_resistance_multiplier_pu,Tmax_global_C,Tmax_conductor_C,Tmax_RIP_C,Tmax_contact_C,Tmax_silicone_C,Tmax_flange_C,Emax_global_V_per_m,Emax_RIP_V_per_m,Emax_RIP_probe_excluding_edges_V_per_m,E95_RIP_V_per_m,Qjoule_conductor_W,Qcontact_W,Qdielectric_RIP_field_W,Qdielectric_RIP_ref_W,Qdielectric_ratio_field_to_ref,Qtotal_W,heat_balance_status,heat_balance_residual_percent,field_singularity_flag,dielectric_loss_review_required,thermal_warning,thermal_risk,risk_zone,contact_risk_zone,note
RUN010_CASE_031,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,75.000000,25.000000,2.000000,77.9425407,63.7942756,77.9425407,47.0388418,50.4703320,42.7501347,45634515.2,45634515.2,45634515.2,13106429.4,11.9505795,1.12500000,28.0485376,2.54518841,11.0202205,41.1241170,VALID_STRICT,-1.93732700,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_032,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,75.000000,25.000000,2.000000,77.9882852,65.4858722,77.9882852,51.4294483,51.7164576,43.2181467,45634515.2,45634515.2,45634515.2,13106429.4,21.4690814,2.00000000,28.0485376,2.54518841,11.0202205,51.5176189,VALID_STRICT,-1.85118936,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_033,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,75.000000,25.000000,2.000000,78.0482902,67.7016952,78.0482902,57.2238886,53.3589937,43.8326315,45634515.2,45634515.2,45634515.2,13106429.4,34.0057323,3.12500000,28.0485376,2.54518841,11.0202205,65.1792699,VALID_STRICT,-1.78099917,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_034,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,75.000000,25.000000,2.000000,78.1235228,70.4749069,78.1235228,64.5444942,55.4342233,44.6039645,45634515.2,45634515.2,45634515.2,13106429.4,49.8038220,4.50000000,28.0485376,2.54518841,11.0202205,82.3523596,VALID_STRICT,-1.72736713,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_035,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,75.000000,25.000000,2.000000,78.2152560,73.8490795,78.2152560,73.5534361,57.9824471,45.5458181,45634515.2,45634515.2,45634515.2,13106429.4,69.1844432,6.12500000,28.0485376,2.54518841,11.0202205,103.357981,VALID_STRICT,-1.68784441,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_036,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,85.000000,25.000000,2.000000,88.4859515,70.3041122,88.4859515,49.8076145,54.4549152,45.8642236,45634515.2,45634515.2,45634515.2,13106429.4,12.1272456,1.12500000,28.0485376,2.54518841,11.0202205,41.3007832,VALID_STRICT,-2.17152779,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_037,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,85.000000,25.000000,2.000000,88.5323917,72.0235690,88.5323917,54.2338653,55.7141696,46.3389859,45634515.2,45634515.2,45634515.2,13106429.4,21.7857932,2.00000000,28.0485376,2.54518841,11.0202205,51.8343308,VALID_STRICT,-2.03608904,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_038,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,85.000000,25.000000,2.000000,88.5933060,74.2757455,88.5933060,60.0856773,57.3771508,46.9623050,45634515.2,45634515.2,45634515.2,13106429.4,34.5060192,3.12500000,28.0485376,2.54518841,11.0202205,65.6795567,VALID_STRICT,-1.92541289,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_039,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,85.000000,25.000000,2.000000,88.6696736,77.0942324,88.6696736,67.4789366,59.4731690,47.7446820,45634515.2,45634515.2,45634515.2,13106429.4,50.5340659,4.50000000,28.0485376,2.54518841,11.0202205,83.0826035,VALID_STRICT,-1.84020612,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_040,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,85.000000,25.000000,2.000000,88.7627833,80.5231520,88.7627833,76.5775394,62.0476123,48.6999537,45634515.2,45634515.2,45634515.2,13106429.4,70.1947771,6.12500000,28.0485376,2.54518841,11.0202205,104.368315,VALID_STRICT,-1.77649451,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_041,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,95.000000,25.000000,2.000000,99.0293623,76.8139488,99.0293623,52.5800233,58.4394984,48.9783124,45634515.2,45634515.2,45634515.2,13106429.4,12.3039118,1.12500000,28.0485376,2.54518841,11.0202205,41.4774493,VALID_STRICT,-2.40373350,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_042,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,95.000000,25.000000,2.000000,99.0764982,78.5612658,99.0764982,57.0382823,59.7161237,49.4598251,45634515.2,45634515.2,45634515.2,13106429.4,22.1025051,2.00000000,28.0485376,2.54518841,11.0202205,52.1510426,VALID_STRICT,-2.21874294,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_043,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,95.000000,25.000000,2.000000,99.1383219,80.8497957,99.1383219,62.9474659,61.3954021,50.0919786,45634515.2,45634515.2,45634515.2,13106429.4,35.0063060,3.12500000,28.0485376,2.54518841,11.0202205,66.1798436,VALID_STRICT,-2.06764321,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_044,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,95.000000,25.000000,2.000000,99.2158245,83.7135580,99.2158245,70.4133790,63.5157578,50.8853994,45634515.2,45634515.2,45634515.2,13106429.4,51.2643098,4.50000000,28.0485376,2.54518841,11.0202205,83.8128474,VALID_STRICT,-1.95107882,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_045,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,95.000000,25.000000,2.000000,99.3103105,87.1972335,99.3103105,79.6016428,66.1182898,51.8540893,45634515.2,45634515.2,45634515.2,13106429.4,71.2051109,6.12500000,28.0485376,2.54518841,11.0202205,105.378648,VALID_STRICT,-1.86344472,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_046,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,105.000000,25.000000,2.000000,109.572773,83.3237854,109.572773,55.3524322,62.4270323,52.0924013,45634515.2,45634515.2,45634515.2,13106429.4,12.4805779,1.12500000,28.0485376,2.54518841,11.0202205,41.6541155,VALID_STRICT,-2.63396952,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_047,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,105.000000,25.000000,2.000000,109.620605,85.0989626,109.620605,59.8426993,63.7180778,52.5806643,45634515.2,45634515.2,45634515.2,13106429.4,22.4192169,2.00000000,28.0485376,2.54518841,11.0202205,52.4677545,VALID_STRICT,-2.39919172,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_048,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,105.000000,25.000000,2.000000,109.683338,87.4238460,109.683338,65.8092546,65.4177422,53.2216521,45634515.2,45634515.2,45634515.2,13106429.4,35.5065929,3.12500000,28.0485376,2.54518841,11.0202205,66.6801304,VALID_STRICT,-2.20773929,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_049,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,105.000000,25.000000,2.000000,109.761975,90.3328836,109.761975,73.3478213,67.5626452,54.0261169,45634515.2,45634515.2,45634515.2,13106429.4,51.9945538,4.50000000,28.0485376,2.54518841,11.0202205,84.5430913,VALID_STRICT,-2.06003619,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_050,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,105.000000,25.000000,2.000000,109.857838,93.8713150,109.857838,82.6257461,70.1922456,55.0082249,45634515.2,45634515.2,45634515.2,13106429.4,72.2154447,6.12500000,28.0485376,2.54518841,11.0202205,106.388982,VALID_STRICT,-1.94874347,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_051,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,65.000000,25.000000,5.000000,67.4041047,57.4296293,67.4041047,45.6470218,46.6579996,39.6948472,45634515.2,45634515.2,45634515.2,13106429.4,11.8014116,2.81250000,28.0485376,2.54518841,11.0202205,42.6624492,VALID_STRICT,-1.74748033,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_052,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,65.000000,25.000000,5.000000,67.4531611,59.2106728,67.4531611,51.0823995,48.0282486,40.2034003,45634515.2,45634515.2,45634515.2,13106429.4,21.2402967,5.00000000,28.0485376,2.54518841,11.0202205,54.2888342,VALID_STRICT,-1.73119888,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_053,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,65.000000,25.000000,5.000000,67.5175954,61.5468554,67.5175954,58.2495833,49.8412152,40.8719437,45634515.2,45634515.2,45634515.2,13106429.4,33.7233943,7.81250000,28.0485376,2.54518841,11.0202205,69.5844319,VALID_STRICT,-1.71887607,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_054,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,65.000000,25.000000,5.000000,70.3646170,66.9592525,67.5985159,67.2949818,52.1337974,41.7124469,45634515.2,45634515.2,45634515.2,13106429.4,49.5341160,11.2500000,28.0485376,2.54518841,11.0202205,88.8326535,VALID_STRICT,-1.71040678,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_055,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,65.000000,25.000000,5.000000,82.7586842,77.9235213,77.9690267,78.4126221,54.9545880,42.7407074,45634515.2,45634515.2,45634515.2,13106429.4,69.0469142,15.3125000,28.0485376,2.54518841,11.0202205,112.407952,VALID_STRICT,-1.70516986,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_056,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,75.000000,25.000000,5.000000,77.9475154,63.9394659,77.9475154,48.4080494,50.6385289,42.8089360,45634515.2,45634515.2,45634515.2,13106429.4,11.9780777,2.81250000,28.0485376,2.54518841,11.0202205,42.8391153,VALID_STRICT,-1.97405400,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_057,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,75.000000,25.000000,5.000000,77.9972676,65.7483696,77.9972676,53.8868165,52.0225210,43.3242396,45634515.2,45634515.2,45634515.2,13106429.4,21.5570085,5.00000000,28.0485376,2.54518841,11.0202205,54.6055461,VALID_STRICT,-1.90741090,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_058,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,75.000000,25.000000,5.000000,78.0626112,68.1209056,78.0626112,61.1113719,53.8501356,44.0016173,45634515.2,45634515.2,45634515.2,13106429.4,34.2236812,7.81250000,28.0485376,2.54518841,11.0202205,70.0847187,VALID_STRICT,-1.85465615,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_059,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,75.000000,25.000000,5.000000,78.1446668,71.0951026,78.1446668,70.2294241,56.1623404,44.8531643,45634515.2,45634515.2,45634515.2,13106429.4,50.2643599,11.2500000,28.0485376,2.54518841,11.0202205,89.5628975,VALID_STRICT,-1.81521962,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_060,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,75.000000,25.000000,5.000000,85.8245972,80.9539764,80.9965240,81.4367254,59.0069837,45.8948430,45634515.2,45634515.2,45634515.2,13106429.4,70.0572480,15.3125000,28.0485376,2.54518841,11.0202205,113.418286,VALID_STRICT,-1.78659198,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_061,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,85.000000,25.000000,5.000000,88.4909262,70.4493025,88.4909262,51.1690769,54.6231121,45.9230249,45634515.2,45634515.2,45634515.2,13106429.4,12.1547439,2.81250000,28.0485376,2.54518841,11.0202205,43.0157814,VALID_STRICT,-2.19876658,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_062,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,85.000000,25.000000,5.000000,88.5413741,72.2860664,88.5413741,56.6912335,56.0178881,46.4450788,45634515.2,45634515.2,45634515.2,13106429.4,21.8737204,5.00000000,28.0485376,2.54518841,11.0202205,54.9222579,VALID_STRICT,-2.08159065,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_063,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,85.000000,25.000000,5.000000,88.6076271,74.6949559,88.6076271,63.9731606,57.8644164,47.1312908,45634515.2,45634515.2,45634515.2,13106429.4,34.7239680,7.81250000,28.0485376,2.54518841,11.0202205,70.5850056,VALID_STRICT,-1.98851148,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_064,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,85.000000,25.000000,5.000000,88.6908176,77.7144281,88.6908176,73.1638665,60.1970055,47.9938818,45634515.2,45634515.2,45634515.2,13106429.4,50.9946038,11.2500000,28.0485376,2.54518841,11.0202205,90.2931414,VALID_STRICT,-1.91833713,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_065,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,85.000000,25.000000,5.000000,88.8905102,83.9844315,88.7924388,84.4608288,63.0677488,49.0489787,45634515.2,45634515.2,45634515.2,13106429.4,71.0675818,15.3125000,28.0485376,2.54518841,11.0202205,114.428619,VALID_STRICT,-1.86657628,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_066,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,95.000000,25.000000,5.000000,99.0343369,76.9591391,99.0343369,53.9301045,58.6076953,49.0371137,45634515.2,45634515.2,45634515.2,13106429.4,12.3314100,2.81250000,28.0485376,2.54518841,11.0202205,43.1924476,VALID_STRICT,-2.42164093,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_067,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.800000,1000.00000,95.000000,25.000000,5.000000,99.0854806,78.8237632,99.0854806,59.4956505,60.0194846,49.5659180,45634515.2,45634515.2,45634515.2,13106429.4,22.1904322,5.00000000,28.0485376,2.54518841,11.0202205,55.2389698,VALID_STRICT,-2.25377309,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_068,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.000000,1250.00000,95.000000,25.000000,5.000000,99.1526429,81.2690061,99.1526429,66.8349492,61.8826678,50.2609644,45634515.2,45634515.2,45634515.2,13106429.4,35.2242548,7.81250000,28.0485376,2.54518841,11.0202205,71.0852924,VALID_STRICT,-2.12048271,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_069,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.200000,1500.00000,95.000000,25.000000,5.000000,99.2369685,84.3337537,99.2369685,76.0983089,64.2359512,51.1345993,45634515.2,45634515.2,45634515.2,13106429.4,51.7248478,11.2500000,28.0485376,2.54518841,11.0202205,91.0233853,VALID_STRICT,-2.01980009,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_070,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,1.400000,1750.00000,95.000000,25.000000,5.000000,99.3399660,88.0691882,99.3399660,87.4849321,67.1329140,52.2031143,45634515.2,45634515.2,45634515.2,13106429.4,72.0779157,15.3125000,28.0485376,2.54518841,11.0202205,115.438953,VALID_STRICT,-1.94516053,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
RUN010_CASE_071,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RISK_125_RUN010,SOLVED_VALID,0.600000,750.000000,105.000000,25.000000,5.000000,109.577748,83.4689757,109.577748,56.6989032,62.5931460,52.1512026,45634515.2,45634515.2,45634515.2,13106429.4,12.5080762,2.81250000,28.0485376,2.54518841,11.0202205,43.3691137,VALID_STRICT,-2.64269949,false,true,false,false,safe,contact_safe,"RUN010 full field-coupled dielectric-loss 125-case risk scan; by-ID selections; RUN006 source normalization; not final SCI result; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside [0.1,10]; review flag is not model failure"
