case_id,load_multiplier_pu,oil_temperature_C,contact_resistance_multiplier_pu,Tmax_global_RUN008_C,Tmax_global_RUN010_C,delta_Tmax_global_C,Tmax_RIP_RUN008_C,Tmax_RIP_RUN010_C,delta_Tmax_RIP_C,Qdielectric_RUN008_ref_W,Qdielectric_RUN010_field_W,Qdielectric_ratio_field_to_ref,risk_zone_RUN008,risk_zone_RUN010,risk_zone_changed,notes
RUN010_CASE_100,1.4,105.0,10.0,109.793832,109.936919,0.1430870000000084,109.793832,109.936919,0.1430870000000084,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_101,0.6,65.0,20.0,67.2779392,67.4289782,0.15103899999999726,67.2779392,67.4289782,0.15103899999999726,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_102,0.8,65.0,20.0,67.3481239,67.4980731,0.14994919999999468,67.3481239,67.4980731,0.14994919999999468,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_103,1.0,65.0,20.0,77.2696229,79.8795986,2.6099756999999926,74.6620067,77.2629456,2.6009388999999885,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_104,1.2,65.0,20.0,96.3729731,99.0694393,2.6964662000000033,92.4033164,95.0821359,2.678819500000003,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_105,1.4,65.0,20.0,119.894266,122.710547,2.8162810000000036,114.152579,116.926369,2.773789999999991,2.54518841,28.0485376,11.0202205,attention,attention,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_106,0.6,75.0,20.0,77.8235918,77.9723889,0.1487970999999959,77.8235918,77.9723889,0.1487970999999959,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_107,0.8,75.0,20.0,77.8961584,78.0421795,0.14602109999999868,77.8961584,78.0421795,0.14602109999999868,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_108,1.0,75.0,20.0,80.150399,82.7613327,2.610933700000004,77.9857741,80.1284247,2.142650599999996,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_109,1.2,75.0,20.0,99.3370315,102.033526,2.6964945,95.3357351,98.0195436,2.683808500000012,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_110,1.4,75.0,20.0,122.973714,125.77646,2.802745999999999,117.174352,119.952526,2.778174000000007,2.54518841,28.0485376,11.0202205,attention,attention,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_111,0.6,85.0,20.0,88.3692996,88.5157997,0.14650009999999725,88.3692996,88.5157997,0.14650009999999725,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_112,0.8,85.0,20.0,88.443485,88.586286,0.14280100000000573,88.443485,88.586286,0.14280100000000573,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_113,1.0,85.0,20.0,88.5352203,88.6792324,0.14401209999999764,88.5352203,88.6792324,0.14401209999999764,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_114,1.2,85.0,20.0,102.305961,104.997613,2.691652000000005,98.2796535,100.956951,2.6772975000000088,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_115,1.4,85.0,20.0,126.04506,128.842373,2.7973130000000026,120.206903,122.978684,2.7717810000000043,2.54518841,28.0485376,11.0202205,attention,attention,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_116,0.6,95.0,20.0,98.9150967,99.0592104,0.14411369999999124,98.9150967,99.0592104,0.14411369999999124,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_117,0.8,95.0,20.0,98.9903419,99.1303925,0.14005059999999503,98.9903419,99.1303925,0.14005059999999503,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_118,1.0,95.0,20.0,99.0847588,99.2242482,0.1394894000000022,99.0847588,99.2242482,0.1394894000000022,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_119,1.2,95.0,20.0,105.270427,107.961699,2.691271999999998,101.218499,103.894359,2.67586,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_120,1.4,95.0,20.0,129.108307,131.908286,2.7999790000000075,123.221591,126.004842,2.783250999999993,2.54518841,28.0485376,11.0202205,attention,warning,True,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_121,0.6,105.0,20.0,109.460973,109.602621,0.14164800000000355,109.460973,109.602621,0.14164800000000355,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_122,0.8,105.0,20.0,109.536967,109.674499,0.1375319999999931,109.536967,109.674499,0.1375319999999931,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_123,1.0,105.0,20.0,109.633924,109.769264,0.13534000000001356,109.633924,109.769264,0.13534000000001356,2.54518841,28.0485376,11.0202205,safe,safe,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_124,1.2,105.0,20.0,109.749327,110.925786,1.1764590000000084,109.749327,109.888839,0.13951200000001052,2.54518841,28.0485376,11.0202205,safe,attention,True,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
RUN010_CASE_125,1.4,105.0,20.0,132.179464,134.974199,2.794735000000003,126.255089,129.030999,2.7759100000000103,2.54518841,28.0485376,11.0202205,warning,warning,False,RUN010 uses field-coupled dielectric loss; RUN008 uses approximate_Qdielectric_ref
