case_id,run_id,status,Tmax_global_C,Tmax_conductor_C,Tmax_RIP_C,Tmax_contact_C,Emax_global_V_per_m,Emax_RIP_V_per_m,Emax_screen_end_probe_V_per_m,Qcontact_W,note
STEADY_1250_LOAD_1p0,RUN004,SOLVE_STALLED_NONCONVERGED,,,,,,,,,"std_es solved; std_ht stalled near 99 percent; std_cpl became nonphysical/nonconvergent with V scale reaching about 1.3e9 V, so RUN004 was stopped and is invalid."
