case_id,run_id,status,Tmax_global_C,Tmax_conductor_C,Tmax_RIP_C,Tmax_contact_C,Tmax_silicone_C,Tmax_flange_C,Emax_global_V_per_m,Emax_RIP_V_per_m,Emax_RIP_probe_excluding_edges_V_per_m,E95_RIP_V_per_m,Qjoule_conductor_W,Qcontact_W,Qdielectric_RIP_field_W,Qdielectric_RIP_ref_W,Qdielectric_ratio_field_to_ref,Qtotal_W,heat_balance_residual_percent,note
STEADY_1250_LOAD_1p0,FULL_ELECTROTHERMAL_DIELECTRIC_LOSS_RUN009A_BASELINE,SOLVED_VALID,88.5885323,74.1360087,88.5885323,58.7898495,57.2147289,46.9059764,45634515.2,45634515.2,45634515.2,13106429.4,34.4333696,1.56250000,28.0485376,2.54518841,11.0202205,64.0444071,-1.90223202,"RUN009A full electrostatic field-coupled dielectric loss; by-ID selections; RUN006 source normalization; DIELECTRIC_LOSS_REVIEW_REQUIRED: Qdielectric_field/ref outside 0.1-10"
